,job_name,company,location,salary,skills_req,link
468,Customer Service Executive,Capgemini,"Noida, Delhi / NCR",Not disclosed,"BPO, voice, international bpo, Backend, Case Management, AR Calling, customer service, calling",https://www.naukri.com/job-listings-customer-service-executive-capgemini-technology-services-india-limited-noida-delhi-ncr-0-to-5-years-230222003979?src=jobsearchDesk&sid=16470885369656969&xp=12&px=24
469,Customer Service Executive,ICICI Lombard,Indore,"1,75,000 - 2,50,000 PA.","Customer Service, Domestic BPO, Voice Process",https://www.naukri.com/job-listings-customer-service-executive-icici-lombard-general-insurance-company-limited-indore-0-to-4-years-220222002828?src=jobsearchDesk&sid=16470885369656969&xp=13&px=24
470,Direct Walk-in For Graduate/undergraduate Fresher/Exp both Can apply,Teleperformance,Gurgaon/Gurugram(MG Road),"50,000 - 2,00,000 PA.","BPO, voice, Customer Support, Sales Process, Bpo Voice",https://www.naukri.com/job-listings-direct-walk-in-for-graduate-undergraduate-fresher-exp-both-can-apply-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-0-to-5-years-210222002059?src=jobsearchDesk&sid=16470885369656969&xp=14&px=24
471,It Service Desk Executive,Wipro,Pune,Not disclosed,"VPN, communication, troubleshooting, Communication Skills, computer, typing, it service desk, word",https://www.naukri.com/job-listings-it-service-desk-executive-wipro-limited-pune-0-to-0-years-110322003466?src=jobsearchDesk&sid=16470885369656969&xp=15&px=24
472,Customer Service Executive || Fresher|| MNC Bank,REKRUT INDIA PRIVATE LIMITED,"Mumbai Suburban, Goregaon, Chennai, Mumbai (All Areas)","3,00,000 - 5,50,000 PA.","BPO, Inbound Process, fresher, mnc, customer service, Solving Queries, Technical Support, Mba Fresher",https://www.naukri.com/job-listings-customer-service-executive-fresher-mnc-bank-rekrut-india-private-limited-mumbai-suburban-goregaon-chennai-mumbai-all-areas-0-to-3-years-110222003196?src=jobsearchDesk&sid=16470885369656969&xp=16&px=24
473,Customer Service- Day Shift,Careernet Technologies Pvt Ltd,"Mumbai Suburban, Chennai","3,00,000 - 5,00,000 PA.","BPO, customer service, voice, Customer Satisfaction, Voice Process, UK Shift, Client Satisfaction, Customer Relationship",https://www.naukri.com/job-listings-customer-service-day-shift-careernet-technologies-pvt-ltd-mumbai-suburban-chennai-0-to-3-years-100222000331?src=jobsearchDesk&sid=16470885369656969&xp=17&px=24
474,Customer Care executive,Allsec Technologies Limited,Bangalore/Bengaluru,"1,50,000 - 2,00,000 PA.","BPO, voice, outbound, customer care",https://www.naukri.com/job-listings-customer-care-executive-allsec-technologies-limited-bangalore-bengaluru-0-to-1-years-050322001404?src=jobsearchDesk&sid=16470885369656969&xp=18&px=24
475,Guest Service Associate - F&B Service,Marriott,Bangalore/Bengaluru,Not disclosed,"Supervisor, Printing, Safety training, Inspection, Management, Guest Service Associate",https://www.naukri.com/job-listings-guest-service-associate-f-b-service-marriott-bangalore-bengaluru-0-to-2-years-050222500355?src=jobsearchDesk&sid=16470885369656969&xp=19&px=24
476,Mega Walk In Interview For Graduate Males On Sunday The 06th March 22,Muthoot Finance,Siliguri,"1,50,000 - 3,25,000 PA.","Retail Sales, Computer Operator, customer service, Banking, Accountant, accounting, Cashier, Marketing",https://www.naukri.com/job-listings-mega-walk-in-interview-for-graduate-males-on-sunday-the-06th-march-22-muthoot-finance-ltd-siliguri-0-to-4-years-020322008491?src=jobsearchDesk&sid=16470885369656969&xp=20&px=24
477,CUSTOMER SERVICE EXECUTIVE,DCB,Balangir,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-balangir-0-to-2-years-300921500321?src=jobsearchDesk&sid=16470885580647901&xp=1&px=25
478,CUSTOMER SERVICE EXECUTIVE,DCB,Pondicherry/Puducherry,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-pondicherry-puducherry-0-to-2-years-291021502476?src=jobsearchDesk&sid=16470885580647901&xp=2&px=25
479,CUSTOMER SERVICE EXECUTIVE,DCB,Bhiwadi,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-bhiwadi-0-to-2-years-290122500902?src=jobsearchDesk&sid=16470885580647901&xp=3&px=25
480,CUSTOMER SERVICE EXECUTIVE,DCB,Gwalior,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-gwalior-0-to-2-years-221021502136?src=jobsearchDesk&sid=16470885580647901&xp=4&px=25
481,CUSTOMER SERVICE EXECUTIVE,DCB,Lucknow,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-lucknow-0-to-2-years-160921500218?src=jobsearchDesk&sid=16470885580647901&xp=5&px=25
482,CUSTOMER SERVICE EXECUTIVE,DCB,Namakkal,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-namakkal-0-to-2-years-120122501151?src=jobsearchDesk&sid=16470885580647901&xp=6&px=25
483,CUSTOMER SERVICE EXECUTIVE,DCB,Panipat,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-panipat-0-to-2-years-090921501227?src=jobsearchDesk&sid=16470885580647901&xp=7&px=25
484,CUSTOMER SERVICE EXECUTIVE,DCB,Gorakhpur,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-gorakhpur-0-to-2-years-090921501214?src=jobsearchDesk&sid=16470885580647901&xp=8&px=25
485,CUSTOMER SERVICE EXECUTIVE,DCB,Burdwan/Barddhaman,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-burdwan-barddhaman-0-to-2-years-090921501136?src=jobsearchDesk&sid=16470885580647901&xp=9&px=25
486,CUSTOMER SERVICE EXECUTIVE,DCB,Shimoga/Shivamogga,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-shimoga-shivamogga-0-to-2-years-090921500854?src=jobsearchDesk&sid=16470885580647901&xp=10&px=25
487,CUSTOMER SERVICE EXECUTIVE,DCB,Sangareddy,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-sangareddy-0-to-2-years-090921500681?src=jobsearchDesk&sid=16470885580647901&xp=11&px=25
488,CUSTOMER SERVICE EXECUTIVE,DCB,Nasik/Nashik,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-nasik-nashik-0-to-2-years-090921500679?src=jobsearchDesk&sid=16470885580647901&xp=12&px=25
489,CUSTOMER SERVICE EXECUTIVE,DCB,Patan,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-patan-0-to-2-years-090921500633?src=jobsearchDesk&sid=16470885580647901&xp=13&px=25
490,CUSTOMER SERVICE EXECUTIVE,DCB,Moradabad,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-moradabad-0-to-2-years-090921500620?src=jobsearchDesk&sid=16470885580647901&xp=14&px=25
491,CUSTOMER SERVICE EXECUTIVE,DCB,Tirunelveli,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-tirunelveli-0-to-2-years-090921500618?src=jobsearchDesk&sid=16470885580647901&xp=15&px=25
492,CUSTOMER SERVICE EXECUTIVE,DCB,Sidhpur,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-sidhpur-0-to-2-years-090921500355?src=jobsearchDesk&sid=16470885580647901&xp=16&px=25
493,CUSTOMER SERVICE EXECUTIVE,DCB,Bathinda,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-bathinda-0-to-2-years-090921500346?src=jobsearchDesk&sid=16470885580647901&xp=17&px=25
494,CUSTOMER SERVICE EXECUTIVE,DCB,Muktsar,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-muktsar-0-to-2-years-090921500095?src=jobsearchDesk&sid=16470885580647901&xp=18&px=25
495,CUSTOMER SERVICE EXECUTIVE,DCB,Hassan,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-hassan-0-to-2-years-090921500062?src=jobsearchDesk&sid=16470885580647901&xp=19&px=25
496,CUSTOMER SERVICE EXECUTIVE,DCB,Udaipur,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-udaipur-0-to-2-years-090921500053?src=jobsearchDesk&sid=16470885580647901&xp=20&px=25
497,CUSTOMER SERVICE EXECUTIVE,DCB,Aurangabad,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-aurangabad-0-to-2-years-090921500049?src=jobsearchDesk&sid=16470885781604136&xp=1&px=26
498,CUSTOMER SERVICE EXECUTIVE,DCB,Tumkur,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-tumkur-0-to-2-years-090921500042?src=jobsearchDesk&sid=16470885781604136&xp=2&px=26
499,CUSTOMER SERVICE EXECUTIVE,DCB,Kolkata,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-kolkata-0-to-2-years-090921500035?src=jobsearchDesk&sid=16470885781604136&xp=3&px=26
500,CUSTOMER SERVICE EXECUTIVE,DCB,Barmer,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-barmer-0-to-2-years-090921500032?src=jobsearchDesk&sid=16470885781604136&xp=4&px=26
501,CUSTOMER SERVICE EXECUTIVE,DCB,Ghaziabad,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-ghaziabad-0-to-2-years-090921500031?src=jobsearchDesk&sid=16470885781604136&xp=5&px=26
502,CUSTOMER SERVICE EXECUTIVE,DCB,Dadra & Nagar Haveli/Silvassa,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-dadra-nagar-haveli-silvassa-0-to-2-years-090921500028?src=jobsearchDesk&sid=16470885781604136&xp=6&px=26
503,CUSTOMER SERVICE EXECUTIVE,DCB,Howrah,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-howrah-0-to-2-years-090921500007?src=jobsearchDesk&sid=16470885781604136&xp=7&px=26
504,CUSTOMER SERVICE EXECUTIVE,DCB,Surat,Not disclosed,"Retail, Sales, Networking, Compliance, Trade finance, Mutual funds, MIS, banking products",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-surat-0-to-2-years-081121501706?src=jobsearchDesk&sid=16470885781604136&xp=8&px=26
505,Customer Service Manager,ICICI Lombard,Prabhadevi,"6,50,000 - 8,00,000 PA.","General Insurance, Insurance, customer service management, stakeholder, CA fresher, Uwp",https://www.naukri.com/job-listings-customer-service-manager-icici-lombard-general-insurance-company-limited-prabhadevi-0-to-5-years-080222003131?src=jobsearchDesk&sid=16470885781604136&xp=9&px=26
506,Mega Walk-In Drive For CCE on 06-Mar-22 (Sunday) at Ahmadabad,Muthoot Finance,"Kheda, Gandhinagar, Himatnagar, Ahmedabad, Gota","1,50,000 - 1,75,000 PA.","Financial Services, Cross Selling, Accounting, Finance, Banking, Business Development",https://www.naukri.com/job-listings-mega-walk-in-drive-for-cce-on-06-mar-22-sunday-at-ahmadabad-muthoot-finance-ltd-kheda-gandhinagar-himatnagar-ahmedabad-gota-0-to-2-years-040322003472?src=jobsearchDesk&sid=16470885781604136&xp=10&px=26
507,Mega Walk-In Drive For Executive on 06-Mar-22 (Sunday) at Ahmadabad,Muthoot Finance,Ahmedabad,"1,50,000 - 1,75,000 PA.","business development, accounting, cross selling, financial services, finance, banking",https://www.naukri.com/job-listings-mega-walk-in-drive-for-executive-on-06-mar-22-sunday-at-ahmadabad-muthoot-finance-ltd-ahmedabad-0-to-1-years-040322003331?src=jobsearchDesk&sid=16470885781604136&xp=11&px=26
508,CUSTOMER SERVICE EXECUTIVE,DCB,Vijayawada,Not disclosed,"Sales, Networking, Compliance, MIS, Banking, banking products, Customer Service Executive, Auditing",https://www.naukri.com/job-listings-customer-service-executive-dcb-bank-limited-vijayawada-0-to-2-years-040122500541?src=jobsearchDesk&sid=16470885781604136&xp=12&px=26
509,Mega Walk-In Interviews | 06 Mar 22 | Sunday,Muthoot Finance,"Amritsar, taran taran","2,00,000 - 3,00,000 PA.","Branch Operations, customer dealing, cross selling, customer support",https://www.naukri.com/job-listings-mega-walk-in-interviews-06-mar-22-sunday-muthoot-finance-ltd-amritsar-taran-taran-0-to-1-years-030322005875?src=jobsearchDesk&sid=16470885781604136&xp=13&px=26
510,Salesforce Senior Lightning Developer,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"IT Skills, Software Development, Cloud, Angularjs, Javascript, Salesforce, lightning, SFDC",https://www.naukri.com/job-listings-salesforce-senior-lightning-developer-dxc-technology-india-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-8-to-13-years-110322611760?src=jobsearchDesk&sid=16470885781604136&xp=14&px=26
511,Salesforce Senior Lightning Developer,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"IT Skills, Software Development, Cloud, Angularjs, Javascript, Salesforce, lightning, SFDC",https://www.naukri.com/job-listings-salesforce-senior-lightning-developer-dxc-technology-india-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-8-to-13-years-110322011758?src=jobsearchDesk&sid=16470885781604136&xp=15&px=26
512,Salesforce Solution Architect,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"IT Skills, Cloud, Salesforce, lightning, Salesforce Cpq, sfdc, architect, Salesforce.Com Development",https://www.naukri.com/job-listings-salesforce-solution-architect-dxc-technology-india-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-10-to-15-years-120322600012?src=jobsearchDesk&sid=16470885781604136&xp=16&px=26
513,Salesforce Solution Architect,DXC Technology,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"IT Skills, Cloud, Salesforce, lightning, Salesforce Cpq, sfdc, architect, Salesforce.Com Development",https://www.naukri.com/job-listings-salesforce-solution-architect-dxc-technology-india-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-10-to-15-years-120322000010?src=jobsearchDesk&sid=16470885781604136&xp=17&px=26
